Sr.no,Airport Name,City,Country,Airport Code
10657,Andheri Railway Station,Mumbai,India,\N
10658,Bandra Railway Station,Mumbai,India,\N
10659,Dadar Railway Station,Mumbai,India,\N
10660,Vadala Road Railway Station,Mumbai,India,\N
10661,Chhatrapati Shivaji Terminus,Mumbai,India,\N
10662,Bhabua Road Railway Station,Bhabua,India,\N
10663,Dehri-on-Sone Railway Station,Dehri,India,\N
10664,Koderma Railway Station,Koderma,India,\N
10665,Parasnath Railway Station,Isri,India,\N
10666,Dhanbad Junction Railway Station,Dhanbad,India,\N
10667,Durgapur Railway Station,Durgapur,India,\N
10668,Barddhaman Junction Railway Station,Barddhaman,India,\N
10669,Hazrat Nizamuddin Railway Station,New Delhi,India,\N
10670,Faridabad Railway Station,Faridabad,India,\N
10671,Mathura Junction Railway Station,Mathura,India,\N
10672,Yamuna Bridge Railway Station,Etmaddoula,India,\N
10673,Tundla Junction Railway Station,Tundla,India,\N
10674,Firozabad Railway Station,Firozabad,India,\N
10675,Shikohabad Railway Station,Shikohabad,India,\N
10676,Etawah Railway Station,Etawah,India,\N
10677,Unnao Junction Railway Station,Unnao,India,\N
10678,Incheon Airport Cargo Terminal Station,Incheon,South Korea,\N
10679,Unseo Station,Incheon,South Korea,\N
10680,Cheongna International City Station,Incheon,South Korea,\N
10681,Geomam Station,Incheon,South Korea,\N
10682,Gyeyang Station,Incheon,South Korea,\N
10683,Magongnaru Station,Seoul,South Korea,\N
10684,Digital Media City Station,Seoul,South Korea,\N
10685,Hongik University Station,Seoul,South Korea,\N
10686,Gongdeok Station,Seoul,South Korea,\N
10687,Yizhuang Railway Station,Beijing,China,\N
10688,Yongle Railway Station,Yongle,China,\N
10689,Wuqing Railway Station,Wuqing,China,\N
10690,Huangcun Railway Station,Beijing,China,\N
10691,Fengtai Railway Station,Beijing,China,\N
10692,Langfang North Railway Station,Langfang,China,\N
10693,Dongmajuanzhen Railway Station,Wuqing,China,\N
10694,Yangcun Railway Station,Wuqing,China,\N
10695,Tianjin North Railway Station,Tianjin,China,\N
10696,Aeroport Charles de Gaulle 1 RER,Tremblay-en-France,France,\N
10697,Gare de La Plaine-Stade de France RER,Saint-Denis,France,\N
10698,Gare du Bourget,Le Bourget,France,\N
10699,Gare Aulnay-sous-Bois,Aulnay-sous-Bois,France,\N
10700,Parc des Expositions RER,Villepinte,France,\N
10701,Auckland Ferry Terminal,Auckland,New Zealand,\N
10702,Mount Eden Railway Station,Mount Eden,New Zealand,\N
10703,North Melbourne Railway Station,Melbourne,Australia,\N
10704,South Kensington Railway Station,Kensington,Australia,\N
10705,Footscray Railway Station,Footscray,Australia,\N
10706,Middle Footscray Railway Station,Footscray,Australia,\N
10707,West Footscray Railway Station,Footscray,Australia,\N
10708,Tottenham Railway Station,Tottenham,Australia,\N
10709,Albion Railway Station Melbourne,Melbourne,Australia,\N
10710,Guangzhou East Railway Station,Guangzhou,China,\N
10711,Shenzhen East Railway Station,Shenzhen,China,\N
10712,Airport South Station,Guangzhou,China,\N
10713,Airport East Station,Shenzhen,China,\N
10714,Futian Checkpoint Station,Shenzhen,China,\N
10715,Lok Ma Chau Station,Hong Kong,Hong Kong,\N
10716,Lo Wu Station,Hong Kong,Hong Kong,\N
10717,University Station MTR,Hong Kong,Hong Kong,\N
10718,Tai Wai Station MTR,Hong Kong,Hong Kong,\N
10719,Tung Chung Station,Hong Kong,Hong Kong,\N
10720,Tanah Merah MRT Station,Singapore,Singapore,\N
10721,Changi Airport MRT Station,Singapore,Singapore,\N
10722,Cham,Cham,Germany,\N
10723,Elsenthal Grafe Airport,Elsenthal,Germany,\N
10724,Qingsheng Station,Qingsheng,China,\N
10725,Humen Railway Station,Dongguan,China,\N
10726,Guangmingcheng Station,Guangming,China,\N
10727,Capital Intl Terminal 2 Station,Beijing,China,\N
10728,Capital Intl Terminal 3 Station,Beijing,China,\N
10729,Sanyuanqiao Station,Beijing,China,\N
10730,Zhongguancun Station,Beijing,China,\N
10731,Pudong Intl Airport Station,Shanghai,China,\N
10732,Hangjin Road Station,Shanghai,China,\N
10733,Xujiahui Station,Shanghai,China,\N
10734,Hailun Road Station,Shanghai,China,\N
10735,Binhaiguojijichang Station,Tianjin,China,\N
10736,Songshan Airport Station,Taipei,Taiwan,\N
10737,Kaohsiung Intl Airport Station,Kaohsiung,Taiwan,\N
10738,Marina Bay MRT Station,Singapore,Singapore,\N
10739,Midway CTA Station,Chicago,United States,\N
10740,Caspian Sea,Shah Deniz,Azerbaijan,\N
10741,Eindhoven Station,Eindhoven,Netherlands,\N
10742,Anaheim Regional Transportation Intermodal Center,Anaheim,United States,\N
10743,Simi Valley Train Station,Simi Valley,United States,\N
10744,Newtownards Airport,Newtownards,United Kingdom,\N
10745,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,\N
10746,Panshanger Aerodrome,Panshanger,United Kingdom,\N
10747,Thurrock Airfield,Thurrock,United Kingdom,\N
10748,Stapleford Aerodrome,Stapleford,United Kingdom,\N
10749,Meppershall,Meppershall,United Kingdom,\N
10750,HAL Airport,Bangalore,India,\N
10751,Chichester/Goodwood Airport,Goodwood,United Kingdom,\N
10752,Omarama Glider Airport,Omarama,New Zealand,\N
10753,Haast Aerodrome,Haast,New Zealand,\N
10754,Estacio Station,Rio de Janeiro,Brazil,\N
10755,Wuzhou Avenue Station,Shanghai,China,\N
10756,Waigaoqiao FTZ South Station,Shanghai,China,\N
10757,Disney Resort Station,Shanghai,China,\N
10758,Saint Paul Union Depot,St. Paul,United States,\N
10759,Target Field Metro Transit Station,Minneapolis,United States,\N
10760,Mall of America Metro Transit Station,Bloomington,United States,\N
10761,Terminal 1 Lindbergh Metro Transit Station,Hennepin County,United States,\N
10762,Terminal 2 Humphrey Metro Transit Station,Hennepin County,United States,\N
10763,Ferno-Lonate Pozzolo Railway Station,Ferno,Italy,\N
10764,Busto Arsizio Nord Railway Station,Busto Arsizio,Italy,\N
10765,Saronno Railway Station,Saronno,Italy,\N
10766,Milano Bovisa-Politecnico Railway Station,Milan,Italy,\N
10767,Milano Lambrate Railway Station,Milan,Italy,\N
10768,Milano Rogoredo Railway Station,Milan,Italy,\N
10769,Reggio Emilia AV Mediopadana Railway Station,Reggio Emilia,Italy,\N
10770,Campo di Marte Railway Station,Florence,Italy,\N
10771,Roma Tiburtina Railway Station,Rome,Italy,\N
10772,Gare de Rambouillet,Rambouillet,France,\N
10773,Gare de La Verriere,La Verriere,France,\N
10774,Gare de Saint-Quentin-en-Yvelines,Saint-Quentin-en-Yvelines,France,\N
10775,Gare de Versailles-Chantiers,Versailles,France,\N
10776,Meschede-Schüren Airport,Meschede,Germany,\N
10777,Bahnhof Zurich Oerlikon,Zurich,Switzerland,\N
10778,Devinska Nova Ves,Bratislava,Slovakia,\N
10779,Huangcun Railway Station,Beijing,China,\N
10780,Lichterfelde Ost station,Berlin,Germany,\N
10781,Wunsdorf-Waldstadt Station,Wunsdorf,Germany,\N
10782,Doberlug-Kirchhain Station,Doberlug-Kirchhain,Germany,\N
10783,Kopenick Station,Berlin,Germany,\N
10784,Friedrichshagen Station,Berlin,Germany,\N
10785,Ostkreuz Station,Berlin,Germany,\N
10786,Treptower Park Station,Berlin,Germany,\N
10787,Planterwald Railway Station,Berlin,Germany,\N
10788,Adlershof Station,Berlin,Germany,\N
10789,Storkower Strasse Station,Berlin,Germany,\N
10790,Schonhauser Allee Station,Berlin,Germany,\N
10791,Gov Joao Durval Carneiro Airport,Feira de Santana,Brazil,FEC
10792,Aeropuerto Jumandy,Tena,Ecuador,TNW
10793,Chitina Airport,Chitina,United States,CXC
10794,Morro da Urca Heliport,Rio de Janeiro,Brazil,\N
10795,Neufahrn Station,Neufahrn bei Freising,Germany,\N
10796,Oberschleissheim Station,Oberschleissheim,Germany,\N
10797,Moosach Station,Munich,Germany,\N
10798,Laim Station,Munich,Germany,\N
10799,Marienplatz Station,Munich,Germany,\N
10800,Dongji Aiport,Fuyuan,China,FYJ
10801,Como San Giovanni Railway Station,Como,Italy,\N
10802,Skúvoy Heliport,Skuvoy,Faroe Islands,\N
10803,Stóra Dímun Heliport,Stora Dimun,Faroe Islands,\N
10804,Frooba Heliport,Frooba,Faroe Islands,\N
10805,Frankfurt Stadion Station,Frankfurt,Germany,\N
10806,Frankfurt Niederrad Station,Frankfurt,Germany,\N
10807,Expo MRT Station,Singapore,Singapore,\N
10808,Boden Central Station,Boden,Sweden,\N
10809,Vihanti Railway Station,Vihanti,Finland,\N
10810,Oulainen Railway Station,Oulainen,Finland,\N
10811,Ylivieska Railway Station,Ylivieska,Finland,\N
10812,Kokkola Railway Station,Kokkola,Finland,\N
10813,Seinajoki Railway Station,Seinajoki,Finland,\N
10814,Tampere Railway Station,Tampere,Finland,\N
10815,Toijala Railway Station,Akaa,Finland,\N
10816,Hameenlinna Railway Station,Hameenlinna,Finland,\N
10817,Riihimaki Railway Station,Riihimaki,Finland,\N
10818,Hyvinkaa Railway Station,Hyvinkaa,Finland,\N
10819,Jokela Railway Station,Tuusula,Finland,\N
10820,Saunakallio Railway Station, Jarvenpaa,Finland,\N
10821,Jarvenpaa Railway Station,Jarvenpaa,Finland,\N
10822,Kyrola Railway Station,Jarvenpaa,Finland,\N
10823,Kerava Railway Station,Kerava,Finland,\N
10824,Savio Railway Station,Kerava,Finland,\N
10825,Korso Railway Station,Vantaa,Finland,\N
10826,Rekola Railway Station,Vantaa,Finland,\N
10827,Koivukyla Railway Station,Vantaa,Finland,\N
10828,Hiekkaharju Railway Station,Vantaa,Finland,\N
10829,Tikkurila Railway Station,Vantaa,Finland,\N
10830,Tappahannock Municipal,Tappahannock,United States,W79
10831,Person County Airport,Roxboro,United States,TDF
10832,Chur railway station,Chur,Switzerland,\N
10833,Tirano Rhaetian Railway station,Tirano,Italy,\N
10834,Ballon Mathes,Selzen,Germany,\N
10835,Ballon Mathes,Gau-Odernheim,Germany,\N
10836,Helipad,Foz do Iguacu,Brazil,\N
10837,Skydive,Dubai,United Arab Emirates,\N
10838,Flugvellir,Skaftafell,Iceland,\N
10839,Maibara Station,Maibara,Japan,\N
10840,Gifu-Hashima Station,Hashima,Japan,\N
10841,Mikawa-Anjo Station,Anjo,Japan,\N
10842,Toyohashi Station,Toyohashi,Japan,\N
10843,Hamamatsu Station,Hamamatsu,Japan,\N
10844,Kakegawa Station,Kakegawa,Japan,\N
10845,Shizuoka Station,Shizuoka,Japan,\N
10846,Shin-Fuji Station,Fuji,Japan,\N
10847,Mishima Station,Mishima,Japan,\N
10848,Atami Station,Atami,Japan,\N
10849,Odawara Station,Odawara,Japan,\N
10850,Zurich Oerlikon Railway Station,Zurich,Switzerland,\N
10851,Puistola Railway Station,Helsinki,Finland,\N
10852,Tapanila Railway Station,Helsinki,Finland,\N
10853,Malmi Railway Station,Helsinki,Finland,\N
10854,Pukinmaki Railway Station,Helsinki,Finland,\N
10855,Oulunkyla Railway Station,Helsinki,Finland,\N
10856,Kapyla Railway Station,Helsinki,Finland,\N
10857,Pasila Railway Station,Helsinki,Finland,\N
10858,Nykobing Falster Railway Station,Nykobing Falster,Denmark,\N
10859,Orehoved Railway Station,Orehoved,Denmark,\N
10860,Vordingborg Railway Station,Vordingborg,Denmark,\N
10861,Lundby Railway Station,Lundby,Denmark,\N
10862,Naestved Railway Station,Naestved,Denmark,\N
10863,Ringsted Railway Station,Ringsted,Denmark,\N
10864,Hedehusene Railway Station,Hedehusene,Denmark,\N
10865,Roskilde Railway Station,Roskilde,Denmark,\N
10866,Hoje-Taastrup Railway Station,Hoje-Taastrup,Denmark,\N
10867,Albertslund Railway Station,Albertslund,Denmark,\N
10868,Enghave Railway Station,Copenhagen,Denmark,\N
10869,Dybbolsbro Railway Station,Copenhagen,Denmark,\N
10870,Osterport Railway Station,Copenhagen,Denmark,\N
10871,Nordhavn Railway Station,Copenhagen,Denmark,\N
10872,Svanemollen Railway Station,Copenhagen,Denmark,\N
10873,Hellerup Railway Station,Hellerup,Denmark,\N
10874,Klampenborg Railway Station,Copenhagen,Denmark,\N
10875,Kokkedal Railway Station,Kokkedal,Denmark,\N
10876,Esperaerde Railway Station,Esperaerde,Denmark,\N
10877,Hyllie Railway Station,Malmo,Sweden,\N
10878,Triangeln Railway Station,Malmo,Sweden,\N
10879,Dusseldorf-Unterrath Station,Dusseldorf,Germany,\N
10880,Dusseldorf-Derendorf Station,Dusseldorf,Germany,\N
10881,Dusseldorf Zoo Station,Dusseldorf,Germany,\N
10882,Dusseldorf Wehrhahn Station,Dusseldorf,Germany,\N
10883,Dusseldorf-Flingern Station,Dusseldorf,Germany,\N
10884,Dusseldorf-Gerresheim Station,Dusseldorf,Germany,\N
10885,Erkrath Railway Station,Erkrath,Germany,\N
10886,Hochdahl Station,Erkrath,Germany,\N
10887,Hochdahl-Millrath Station,Erkrath,Germany,\N
10888,Gruiten Station,Haan,Germany,\N
10889,Wuppertal-Vohwinkel Station,Wuppertal,Germany,\N
10890,Wuppertal-Sonnborn Station,Wuppertal,Germany,\N
10891,Wuppertal Hauptbahnhof,Wuppertal,Germany,\N
10892,Sonnborner Strasse Schwebebahn Station,Wuppertal,Germany,\N
10893,Gangehi Island Seaplane,Gangehi Island,Maldives,\N
10894,Campbelltown Railway Station,Campbelltown,Australia,\N
10895,Moss Vale Railway Station,Moss Vale,Australia,\N
10896,Yass Junction Railway Station,Yass Junction,Australia,\N
10897,Cootamundra Railway Station,Cootamundra,Australia,\N
10898,Junee Railway Station,Junee,Australia,\N
10899,Wagga Wagga Railway Station,Wagga Wagga,Australia,\N
10900,The Rock Railway Station,The Rock,Australia,\N
10901,Henty Railway Station,Henty,Australia,\N
10902,Culcairn Railway Station,Culcairn,Australia,\N
10903,Albury Railway Station,Albury,Australia,\N
10904,Wangaratta Railway Station,Wangaratta,Australia,\N
10905,Benalla Railway Station,Benalla,Australia,\N
10906,Seymour Railway Station,Seymour,Australia,\N
10907,Broadmeadows Railway Station,Broadmeadows,Australia,\N
10908,Jacana Railway Station,Jacana,Australia,\N
10909,Albion Railway Station,Albion,Australia,\N
10910,Erskineville Railway Station,Erskineville,Australia,\N
10911,Sydenham Railway Station,Sydenham,Australia,\N
10912,Redfern Railway Station,Redfern,Australia,\N
10913,Tempe Railway Station,Tempe,Australia,\N
10914,Wolli Creek Railway Station,Wolli Creek,Australia,\N
10915,Bardwell Park Railway Station,Bardwell Park,Australia,\N
10916,Glenfield Railway Station,Glenfield,Australia,\N
10917,Dusseldorf Airport Terminal Station,Dusseldorf,Germany,\N
10918,Hazel Crest Metra Station,Hazel Crest,United States,\N
10919,Western Springs Metra Station,Western Springs,United States,\N
10920,Diva Maldives Resort Seaplane Base,Dhiddhoofinolhu,Maldives,\N
10921,Riem,Munich,Germany,\N
10922,Lupin Mine Airport,Lupin Mine,Canada,YWO
10923,South San Francisco BART Station,South San Francisco,United States,\N
10924,Colma BART Station,Colma,United States,\N
10925,Balboa Park Station,San Francisco,United States,\N
10926,Glen Park BART Station,Glen Park,United States,\N
10927,24th Street Mission BART Station,San Francisco,United States,\N
10928,16th Street Mission BART Station,San Francisco,United States,\N
10929,Civic Center - UN Plaza Station,San Francisco,United States,\N
10930,Bridgetown Port,Bridgetown,Barbados,\N
10931,Gardiner Bay,Bahia Gardiner,Ecuador,\N
10932,Post Office,Post Office,Ecuador,\N
10933,Puerto Ayora,Puerto Ayora,Ecuador,\N
10934,Zulu Inyala Airport,Phinda,South Africa,PZL
10935,Arlanda North Station,Sigtuna,Sweden,\N
10936,Arlanda South Station,Sigtuna,Sweden,\N
10937,Yuezhao,Liupanshui,China,LPF
10938,Kaili Airport,Kaili,China,KJH
10939,Shennongjia Hongping Airport,Shennongjia,China,HPG
10940,Ningyuan,Zhangjiakou,China,ZQZ
10941,Arxan Yi'ershi Airport,Arxan,China,YIE
10942,Hengyang Nanyue Airport,Hengyang,China,HNY
10943, Hongyuan,Ngawa,China,AHJ
10944,ELMERK,EL MERK,Algeria,\N
10945,OURHOUD,OURHOUD,Algeria,\N
10946,MLN,MLN,Algeria,\N
10947,Kuum-Ni,Tongchon,North Korea,\N
10948,Pukchang,Pukchang,North Korea,\N
10949,Wonsan Kalma International Airport,Wonsan,North Korea,WOS
10950,Hyangsan heliport,Hyangsan,North Korea,\N
10951,Mestia Queen Tamar Airport,Mestia,Georgia,\N
10952,Magas Airport,Magas,Russia,IGT
10953,Orient Point Ferry Terminal,Orient,United States,\N
10954,Evanston Davis Street Station,Evanston,United States,\N
10955,Evanston Central Street Station,Evanston,United States,\N
10956,Wilmette Station,Wilmette,United States,\N
10957,Nashville Riverfront Station,Nashville,Uganda,\N
10958,Birmingham Station,Birmingham,United States,\N
10959,Tampa Union Station,Tampa,United States,\N
10960,Montgomery Union Station,Montgomery,United States,\N
10961,Dokdo,Dokdo,South Korea,\N
10962,Ulleungdo,Ulleungdo,South Korea,\N
10963,Ulleungdo,Ulleungdo,South Korea,\N
10964,Dokdo,Dokdo,South Korea,\N
10965,Dokdo,Dokdo,South Korea,\N
10966,Ulleungdo,Ulleungdo,South Korea,\N
10967,Gangneung,Gangneung,South Korea,\N
10968,Ulleungdo,Ulleungdo,South Korea,\N
10969,Ulleungdo,Ulleungdo,South Korea,\N
10970,Gangneung,Gangneung,South Korea,\N
10971,Ulleungdo,Ulleungdo,South Korea,\N
10972,Gangneung,Gangneung,South Korea,\N
10973,Ulleungdo,Ulleungdo,South Korea,\N
10974,Ulleungdo,Ulleungdo,South Korea,\N
10975,Gangneung,Gangneung,South Korea,\N
10976,Charlotte Amtrak Station,Charlotte,United States,\N
10977,Fayetteville Amtrak Station,Fayetteville,United States,\N
10978,Macau Outer Harbour Ferry Terminal,Macau,Macau,\N
10979,Kenilworth Station,Kenilworth,United States,\N
10980,Indian Hill Station,Winnetka,United States,\N
10981,Winnetka Station,Winnetka,United States,\N
10982,Hubbard Woods Station,Winnetka,United States,\N
10983,Glencoe Station,Glencoe,United States,\N
10984,Braeside Station,Highland Park,United States,\N
10985,Ravinia Station,Highland Park,United States,\N
10986,Highland Park Station,Highland Park,United States,\N
10987,Highwood Station,Highwood,United States,\N
10988,Fort Sheridan Station,Fort Sheridan,United States,\N
10989,East Lake Forest Station,Lake Forest,United States,\N
10990,Lake Bluff Station,Lake Bluff,United States,\N
10991,Great Lakes Station,Great Lakes,United States,\N
10992,North Chicago Station,North Chicago,United States,\N
10993,Waukegan Station,Waukegan,United States,\N
10994,Zion Station,Zion,United States,\N
10995,Winthrop Harbor Staiton,Winthrop Harbor,United States,\N
10996,Kenosha Station,Kenosha,United States,\N
10997,Ulleungdo,Ulleungdo,South Korea,\N
10998,Ulleungdo,Ulleungdo,South Korea,\N
10999,Gangneung,Gangneung,South Korea,\N
11000,Ulleungdo,Ulleungdo,South Korea,\N
11001,Ulleungdo,Ulleungdo,South Korea,\N
11002,Ulleungdo,Ulleungdo,South Korea,\N
11003,Ashland-Lineville Airport,Lineville,United States,26A
11004,Talladega Municipal Airport,Talladega,United States,ASN
11005,Greenville Downtown Airport,Greenville,United States,GMU
11006,Guntersville Municipal Airport - Joe Starnes Field,Guntersville,United States,8A1
11007,Ravinia Park Station,Highland Park,United States,\N
11008,Mankato Regional Airport,Mankato,United States,MKT
11009,Captain Auguste George Airport,Anegada,British Virgin Islands,NGD
